2016-08-25T01:23:10.290000	42.8053	13.1393	9.4	ML	2	Perugia
2016-08-25T01:23:40.650000	42.7963	13.217	9	ML	2.2	Ascoli
2016-08-25T01:28:46.870000	42.7577	13.1872	9.7	ML	2.3	Rieti
2016-08-25T01:29:40.120000	42.7533	13.1917	9.3	ML	2.1	Rieti
2016-08-25T01:35:48.700000	42.7512	13.2057	9.9	ML	2.1	Rieti
2016-08-25T01:41:29.540000	42.6517	13.2992	7.1	ML	2	Rieti
2016-08-25T01:42:24.760000	42.7078	13.2368	9.3	ML	2	Rieti
2016-08-25T01:51:57.680000	42.962	13.1595	9.3	ML	2.7	Macerata
2016-08-25T01:52:15.530000	42.8392	13.2097	8.5	ML	2.7	Macerata
2016-08-25T02:03:25.950000	42.8068	13.195	9.9	ML	2	Perugia
2016-08-25T02:03:55.520000	42.7292	13.2053	9.1	ML	2	Rieti
2016-08-25T02:07:13.080000	42.82	13.2247	9.7	ML	2.1	Ascoli
2016-08-25T02:08:01.560000	42.6412	13.3382	4	ML	2	Rieti
2016-08-25T02:09:53.200000	42.6113	13.3078	10	ML	2.1	Rieti
2016-08-25T02:29:13.350000	42.7632	13.116	8.3	ML	2.7	Perugia
2016-08-25T02:36:28.330000	42.6422	13.3068	9.6	ML	2.5	Rieti
2016-08-25T02:57:41.430000	42.8007	13.1428	10.6	ML	2.1	Perugia
2016-08-25T03:10:57.540000	42.8312	13.1538	9.7	ML	2.6	Perugia
2016-08-25T03:15:04.440000	42.8112	13.154	9.3	ML	2.4	Perugia
2016-08-25T03:17:16.620000	42.7527	13.2082	9.5	Mw	4.3	Rieti
2016-08-25T03:21:19.210000	42.7545	13.1998	9.9	ML	2.3	Rieti
2016-08-25T03:22:03.780000	42.7628	13.2047	9.8	ML	2.2	Ascoli
2016-08-25T03:26:53.380000	42.8415	13.255	8.6	ML	2.1	Ascoli
2016-08-25T03:28:29.540000	42.7372	13.2188	10.2	ML	2.2	Rieti
2016-08-25T03:30:31.980000	42.8625	13.0177	10.6	ML	2.6	Perugia
2016-08-25T03:31:11.710000	42.7913	13.1517	9.4	ML	2.2	Perugia
2016-08-25T03:34:20.390000	42.7563	13.1747	10.5	ML	2	Perugia
2016-08-25T03:34:53.150000	42.7677	13.1682	10.4	ML	2.2	Perugia
2016-08-25T03:37:08.150000	42.7918	13.2328	9.2	ML	2.3	Ascoli
2016-08-25T03:38:03.190000	42.7648	13.1838	10.2	ML	2.3	Perugia
2016-08-25T03:40:07.750000	42.7568	13.1955	9.5	ML	2.1	Rieti
2016-08-25T03:48:30.750000	42.7105	13.2268	9	ML	2.1	Rieti
2016-08-25T03:49:17.470000	42.7357	13.1973	10.1	ML	2.1	Rieti
2016-08-25T03:50:17.740000	42.753	13.1983	8.9	ML	2.1	Rieti
2016-08-25T03:51:33.290000	42.8257	13.2453	9.3	ML	2	Ascoli
2016-08-25T03:55:39.380000	42.7525	13.1817	10.2	ML	2.1	Rieti
2016-08-25T04:01:54.150000	42.7608	13.2025	9.8	ML	2	Ascoli
2016-08-25T04:03:01.820000	42.7332	13.1993	9.7	ML	2.3	Rieti
2016-08-25T04:03:29.890000	42.5778	13.2388	10.6	ML	2.2	L'Aquila
2016-08-25T04:12:11.780000	42.6913	13.2343	10.2	ML	3.3	Rieti
2016-08-25T04:13:26.950000	42.6148	13.2938	6.8	ML	2.9	Rieti
2016-08-25T04:16:32.020000	42.6832	13.2578	10.9	ML	2	Rieti
2016-08-25T04:22:03.150000	42.7638	13.2268	10.3	ML	2.2	Ascoli
2016-08-25T04:38:44.170000	42.7412	13.2033	10.2	ML	2	Rieti
2016-08-25T04:41:34.520000	42.8452	13.221	8.6	ML	2.4	Macerata
2016-08-25T04:46:20.970000	42.7953	13.2033	9	ML	2.6	Ascoli
2016-08-25T04:47:10.320000	42.7603	13.2062	9.5	ML	2.5	Ascoli
2016-08-25T04:51:40.260000	42.6183	13.3343	13.3	ML	3.9	Rieti
2016-08-25T04:53:21.900000	42.812	13.2123	8.4	ML	2.8	Ascoli
2016-08-25T04:56:57.540000	42.7845	13.1753	6.3	ML	2.9	Perugia
2016-08-25T04:56:57.350000	42.7905	13.2153	7.9	ML	2.9	Ascoli
2016-08-25T05:47:47.200000	42.7892	13.2075	9.4	ML	2.1	Ascoli
2016-08-25T05:47:47.120000	42.7917	13.216	9.5	ML	2.4	Ascoli
2016-08-25T05:56:14.770000	42.6277	13.2372	10.9	ML	2.3	Rieti
2016-08-25T05:58:16.320000	42.6197	13.2258	10.4	ML	2.2	Rieti
2016-08-25T06:19:19.800000	42.8027	13.1437	10.3	ML	2.1	Perugia
2016-08-25T06:32:23.580000	42.6158	13.2768	11.5	ML	2.6	Rieti
2016-08-25T06:38:17.050000	42.7453	13.2217	9	ML	2.1	Rieti
2016-08-25T06:51:47.600000	42.6218	13.2183	9.9	ML	2.7	Rieti
2016-08-25T06:55:23.860000	42.7592	13.2278	9.9	ML	2.3	Ascoli
2016-08-25T07:00:54.780000	42.6188	13.3012	8.3	ML	2.2	Rieti
2016-08-25T07:03:16.590000	42.8742	13.2278	8.1	ML	2.7	Macerata
2016-08-25T07:06:46.670000	42.6213	13.2533	10.3	ML	2.2	Rieti
2016-08-25T07:08:04.330000	42.7488	13.2178	9.9	ML	2.6	Rieti
2016-08-25T07:23:19.120000	42.6227	13.3152	12.3	ML	2.5	Rieti
2016-08-25T07:27:54.440000	42.7557	13.196	10.7	ML	2.5	Rieti
2016-08-25T07:39:17.180000	42.782	13.2098	10.5	ML	2.2	Ascoli
2016-08-25T07:45:59.780000	42.6192	13.2292	11.4	ML	2.3	Rieti
2016-08-25T08:21:32.090000	42.6532	13.2873	6.7	ML	2.7	Rieti
2016-08-25T08:21:52.320000	42.8352	13.2547	8.4	ML	2.8	Ascoli
2016-08-25T08:23:55.750000	42.7388	13.2305	10.2	ML	2.3	Rieti
2016-08-25T08:27:06.460000	42.7393	13.2198	10.4	ML	2.6	Rieti
2016-08-25T08:34:03.570000	42.8068	13.226	7.4	ML	2	Ascoli
2016-08-25T08:35:14.380000	42.6192	13.2902	7.8	ML	2	Rieti
2016-08-25T08:38:30.900000	42.7458	13.2307	10.3	ML	2.1	Rieti
2016-08-25T08:59:37.360000	42.6137	13.3032	6.9	ML	3.2	Rieti
2016-08-25T09:00:37.240000	42.6612	13.2633	14.5	ML	2.3	Rieti
2016-08-25T09:08:16.120000	42.6938	13.3038	10.1	ML	2	Rieti
2016-08-25T09:30:28.540000	42.6125	13.2362	10.8	ML	2.5	Rieti
2016-08-25T09:32:34.160000	42.7757	13.108	6.7	ML	2.2	Perugia
2016-08-25T09:45:44.210000	42.7982	13.1757	9.8	ML	2	Perugia
2016-08-25T10:07:59.170000	42.6982	13.2355	10.6	ML	2.1	Rieti
2016-08-25T10:26:52.740000	42.6528	13.2943	7.8	ML	2.3	Rieti
2016-08-25T10:41:43.040000	42.7613	13.2593	8.5	ML	2.3	Ascoli
2016-08-25T10:46:00.490000	42.7405	13.1342	9.7	ML	2.5	Perugia
2016-08-25T10:48:49.240000	42.6657	13.2622	9.9	ML	2.3	Rieti
2016-08-25T10:50:53.840000	42.6117	13.2618	11.5	ML	2.4	Rieti
2016-08-25T10:54:14.010000	42.6072	13.3067	8.2	ML	2.5	Rieti
2016-08-25T10:55:18.220000	42.7575	13.2023	9.9	ML	2.5	Ascoli
2016-08-25T11:01:30.380000	42.6348	13.2092	13.7	ML	2.2	Rieti
2016-08-25T11:03:33.670000	42.6397	13.2217	10.9	ML	2.1	Rieti
2016-08-25T11:19:40.130000	42.8072	13.1563	10.1	ML	2.1	Perugia
2016-08-25T11:21:59.620000	42.8123	13.1763	10.3	ML	2.8	Perugia
2016-08-25T11:21:59.730000	42.8148	13.1697	9.4	ML	2.9	Perugia
2016-08-25T11:28:42.230000	42.8022	13.2648	10.7	ML	2.2	Ascoli
2016-08-25T11:36:47.650000	42.5837	13.2723	10.8	ML	2	Rieti
2016-08-25T11:38:35.600000	42.6167	13.305	9	ML	2.3	Rieti
2016-08-25T11:45:50.690000	42.7917	13.2352	7.1	ML	2.1	Ascoli
2016-08-25T11:53:11.230000	42.6378	13.2173	13.7	ML	2.4	Rieti
2016-08-25T12:12:02.480000	42.7522	13.2088	9.8	ML	2.1	Rieti
2016-08-25T12:16:52.660000	42.8368	13.2242	9.2	ML	2.1	Macerata
2016-08-25T12:18:11.790000	42.6997	13.2462	10.8	ML	2.1	Rieti
2016-08-25T12:21:58.500000	42.6132	13.2522	10.7	ML	3.2	Rieti
2016-08-25T12:21:58.350000	42.6147	13.2597	14.6	ML	3	Rieti
2016-08-25T12:36:05.160000	42.5957	13.2902	10	Mw	4.4	Rieti
2016-08-25T12:39:19.880000	42.7693	13.1258	10.7	ML	2.7	Perugia
2016-08-25T12:42:00.060000	42.7342	13.1623	8.7	ML	2.2	Rieti
2016-08-25T12:42:59.990000	42.6852	13.2048	10.8	ML	2	Rieti
2016-08-25T12:47:55.750000	42.623	13.2915	7.2	ML	2.8	Rieti
2016-08-25T12:50:19.840000	42.7288	13.1748	10.1	ML	2.3	Rieti
2016-08-25T12:51:24.640000	42.6227	13.3027	7.5	ML	2	Rieti
2016-08-25T12:55:00.670000	42.8622	13.2407	8.1	ML	2	Ascoli
2016-08-25T12:55:30.630000	42.7988	13.2425	9.1	ML	2.2	Ascoli
2016-08-25T13:09:53.730000	42.621	13.2883	8.2	ML	2.7	Rieti
2016-08-25T13:12:32.900000	42.7682	13.246	8.9	ML	2	Ascoli
2016-08-25T13:13:11.620000	42.6067	13.3127	11	ML	2.1	Rieti
2016-08-25T13:16:24.220000	42.6718	13.2158	10.4	ML	2.3	Rieti
2016-08-25T13:19:40.310000	42.7707	13.2215	14	ML	2.4	Ascoli
2016-08-25T13:27:22.170000	42.61	13.3033	7.5	ML	2.2	Rieti
2016-08-25T13:34:55.370000	42.605	13.294	9.6	ML	2.8	Rieti
2016-08-25T13:36:09.280000	42.81	13.1987	10	ML	2.1	Perugia
2016-08-25T13:37:34.010000	42.746	13.1982	10.5	ML	2.2	Rieti
2016-08-25T13:46:08.990000	42.6212	13.2987	8.5	ML	2.1	Rieti
2016-08-25T13:47:27.520000	42.7247	13.209	10.7	ML	2.4	Rieti
2016-08-25T13:54:50.050000	42.6807	13.2195	10.1	ML	2.2	Rieti
2016-08-25T14:07:48.670000	42.6267	13.3017	8.3	ML	2.2	Rieti
2016-08-25T14:17:18.640000	42.7773	13.1187	8.1	ML	2.7	Perugia
2016-08-25T14:25:08.180000	42.783	13.1197	7.6	ML	2	Perugia
2016-08-25T14:25:48.410000	42.7427	13.2463	10.2	ML	2.2	Ascoli
2016-08-25T14:55:33.640000	42.7948	13.2022	9.1	ML	2.5	Ascoli
2016-08-25T14:58:47.600000	42.8123	13.245	8.5	ML	2.1	Ascoli
2016-08-25T15:06:43.160000	42.8093	13.2372	8.4	ML	2.1	Ascoli
2016-08-25T15:14:50.640000	42.7322	13.2343	9.3	ML	2.1	Rieti
2016-08-25T15:15:24.700000	42.7993	13.2092	10	ML	2.2	Ascoli
2016-08-25T15:22:29.960000	42.8432	13.2212	7.8	ML	2.9	Macerata
2016-08-25T15:24:09.740000	42.6198	13.2957	9.7	ML	2	Rieti
2016-08-25T15:32:53.030000	42.6863	13.2095	10.3	ML	2.5	Rieti
2016-08-25T15:49:07.680000	42.8162	13.2393	9.4	ML	2.1	Ascoli
2016-08-25T16:00:51.910000	42.8285	13.2318	8.6	ML	2.1	Ascoli
2016-08-25T16:09:22.800000	42.7037	13.2243	8.2	ML	2.4	Rieti
2016-08-25T16:10:28.810000	42.6785	13.1877	10.4	ML	2.4	Rieti
2016-08-25T16:23:44.840000	42.8088	13.2493	9	ML	2.7	Ascoli
2016-08-25T16:32:10.860000	42.7987	13.2158	10	ML	2.1	Ascoli
2016-08-25T16:47:25.020000	42.8315	13.2227	9	ML	2	Ascoli
2016-08-25T16:54:38.360000	42.6107	13.2985	7.5	ML	2.3	Rieti
2016-08-25T16:57:43.120000	42.8048	13.2012	9.9	ML	2	Ascoli
2016-08-25T16:59:13.320000	42.7763	13.2478	9.6	ML	2.3	Ascoli
2016-08-25T17:00:15.000000	42.8153	13.1932	10.5	ML	2.2	Perugia
2016-08-25T17:22:42.500000	42.6612	13.2603	10	ML	2	Rieti
2016-08-25T17:30:24.190000	42.6258	13.2995	8	ML	2.1	Rieti
2016-08-25T17:31:10.210000	42.8108	13.2493	7.3	ML	2.7	Ascoli
2016-08-25T17:31:59.880000	42.7548	13.1677	11	ML	2.1	Perugia
2016-08-25T17:32:25.120000	42.8338	13.1598	10.3	ML	2.2	Macerata
2016-08-25T17:37:39.230000	42.7567	13.1487	9.2	ML	2.5	Perugia
2016-08-25T17:45:23.420000	42.6412	13.2998	10.9	ML	2.1	Rieti
2016-08-25T17:51:25.160000	42.6058	13.2938	7.9	ML	2.5	Rieti
2016-08-25T17:59:55.920000	42.7917	13.2623	11.1	ML	2.2	Ascoli
2016-08-25T18:02:54.460000	42.6083	13.2997	8.2	ML	2	Rieti
2016-08-25T18:08:10.310000	42.6083	13.2673	10.3	ML	2.2	Rieti
2016-08-25T18:29:08.000000	42.63	13.3088	7.6	ML	2.8	Rieti
2016-08-25T18:34:41.200000	42.6342	13.2262	9.2	ML	2.3	Rieti
2016-08-25T18:42:31.870000	42.7658	13.1483	9.9	ML	2	Perugia
2016-08-25T18:47:02.880000	42.7392	13.176	10.9	ML	2	Rieti
2016-08-25T19:00:58.040000	42.6177	13.2983	7.5	ML	2.2	Rieti
2016-08-25T19:05:31.220000	42.644	13.2838	8	ML	2.2	Rieti
2016-08-25T19:07:13.960000	42.8025	13.1628	10.2	ML	2.1	Perugia
2016-08-25T19:12:23.580000	42.7825	13.1778	16.7	ML	2	Perugia
2016-08-25T19:31:28.590000	42.7923	13.2163	8.9	ML	2.4	Ascoli
2016-08-25T19:32:43.140000	42.739	13.2203	10.4	ML	2.3	Rieti
2016-08-25T19:40:44.960000	42.5908	13.2883	10.4	ML	3.3	Rieti
2016-08-25T19:44:02.370000	42.6115	13.2267	14.6	ML	2.1	Rieti
2016-08-25T19:48:49.850000	42.6062	13.2968	9.6	ML	2.6	Rieti
2016-08-25T20:17:48.600000	42.7623	13.158	10.4	ML	2	Perugia
2016-08-25T20:26:48.510000	42.6258	13.2252	9.7	ML	2.4	Rieti
2016-08-25T20:40:42.040000	42.8187	13.1925	10.1	ML	2.3	Perugia
2016-08-25T20:42:37.400000	42.7912	13.1968	6.6	ML	2	Ascoli
2016-08-25T20:49:44.170000	42.812	13.1817	15.3	ML	2.2	Perugia
2016-08-25T20:55:13.280000	42.792	13.1487	10.8	ML	2.2	Perugia
2016-08-25T20:59:27.820000	42.8188	13.1637	8.8	ML	2.3	Perugia
2016-08-25T21:00:16.570000	42.6348	13.2967	10.5	ML	2.2	Rieti
2016-08-25T21:05:17.410000	42.7252	13.1923	10.4	ML	2.5	Rieti
2016-08-25T21:06:06.450000	42.6408	13.2913	8.3	ML	2.7	Rieti
2016-08-25T21:09:31.480000	42.7198	13.2247	9.9	ML	2	Rieti
2016-08-25T21:14:24.230000	42.6237	13.2902	7.9	ML	2.6	Rieti
2016-08-25T21:14:24.320000	42.6298	13.2972	8.1	ML	2.4	Rieti
2016-08-25T21:16:23.140000	42.5332	13.2217	10.6	ML	2.2	L'Aquila
2016-08-25T21:20:47.610000	42.7233	13.2213	10.4	ML	2	Rieti
2016-08-25T21:24:21.290000	42.7347	13.2017	8.7	ML	2	Rieti
2016-08-25T21:26:37.320000	42.8257	13.1568	8.4	ML	2.4	Perugia
2016-08-25T21:27:19.380000	42.6038	13.2507	10.7	ML	2.5	Rieti
2016-08-25T21:39:17.390000	42.8048	13.2113	9.9	ML	2.4	Ascoli
2016-08-25T21:40:46.850000	42.8128	13.2102	12.6	ML	2.2	Ascoli
2016-08-25T21:53:25.390000	42.8182	13.1487	8	ML	2	Perugia
2016-08-25T21:56:04.210000	42.8168	13.1508	4.2	ML	2.1	Perugia
2016-08-25T22:08:55.120000	42.8447	13.1717	13.3	ML	2.1	Macerata
2016-08-25T22:13:06.850000	42.7365	13.3098	19.3	ML	2.6	Ascoli
2016-08-25T22:13:45.480000	42.8317	13.1635	10.2	ML	2.3	Macerata
2016-08-25T22:16:24.640000	42.7497	13.1895	9.6	ML	2.1	Rieti
2016-08-25T22:20:03.400000	42.8323	13.1598	9.9	ML	2	Macerata
2016-08-25T22:24:41.580000	42.7368	13.1947	6.5	ML	2	Rieti
2016-08-25T22:43:46.020000	42.7273	13.2498	10	ML	2.3	Rieti
2016-08-25T22:45:10.840000	42.6165	13.2255	11.2	ML	2.3	Rieti
2016-08-25T22:46:23.690000	42.8062	13.223	7.8	ML	3.1	Ascoli
2016-08-25T22:46:23.820000	42.8118	13.2147	9.3	ML	2.8	Ascoli
2016-08-25T22:47:17.350000	42.8133	13.1842	8	ML	2.3	Perugia
2016-08-25T22:48:16.170000	42.772	13.1577	11.1	ML	2	Perugia
2016-08-25T22:54:20.560000	42.8217	13.2108	6.7	ML	2.2	Ascoli
2016-08-25T22:56:26.700000	42.8123	13.233	7.8	ML	2	Ascoli
2016-08-25T23:28:10.930000	42.8242	13.1417	9.6	ML	2	Perugia
2016-08-25T23:34:07.620000	42.8408	13.137	8.2	ML	2	Macerata
2016-08-25T23:35:45.070000	42.7717	13.2427	9.3	ML	2.3	Ascoli
2016-08-25T23:36:13.840000	42.6138	13.317	11	ML	2	Rieti
2016-08-25T23:49:55.440000	42.7968	13.2355	7.5	ML	3.6	Ascoli
2016-08-26T00:02:17.660000	42.8072	13.1857	6.9	ML	2.1	Perugia
2016-08-26T00:04:09.150000	42.6667	13.2873	10.2	ML	3.8	Rieti
2016-08-26T00:13:29.780000	42.805	13.2078	9.2	ML	2.3	Ascoli
2016-08-26T00:19:59.230000	42.7402	13.2243	6.3	ML	2	Rieti
2016-08-26T00:29:31.930000	42.7225	13.1993	10.8	ML	2.3	Rieti
2016-08-26T00:30:22.700000	42.7317	13.1858	10.3	ML	2.3	Rieti
2016-08-26T00:36:29.860000	42.6753	13.2233	12	ML	2.1	Rieti
2016-08-26T00:53:20.010000	42.6252	13.2435	10.9	ML	2.1	Rieti
2016-08-26T01:06:47.210000	42.6227	13.3058	11.1	ML	2.2	Rieti
2016-08-26T01:09:00.410000	42.7892	13.2265	5.4	ML	2	Ascoli
2016-08-26T01:09:59.880000	42.7555	13.1952	9.6	ML	2.2	Rieti
2016-08-26T01:26:49.170000	42.8215	13.1567	9	ML	2.1	Perugia
2016-08-26T01:41:06.600000	42.8103	13.2402	9.3	ML	2.3	Ascoli
2016-08-26T02:04:40.430000	42.8277	13.1465	11.1	ML	2	Perugia
2016-08-26T02:05:05.430000	42.8025	13.17	9.9	ML	2.2	Perugia
2016-08-26T02:08:21.440000	42.848	13.2087	6.8	ML	2.1	Macerata
2016-08-26T02:35:25.820000	42.8063	13.1567	8.7	ML	2.7	Perugia
2016-08-26T02:53:15.670000	42.7328	13.2713	9.8	ML	2.2	Rieti
2016-08-26T02:55:08.350000	42.6233	13.3027	10.6	ML	2.1	Rieti
2016-08-26T03:05:51.390000	42.7293	13.237	9.5	ML	2.1	Rieti
2016-08-26T03:06:25.400000	42.6818	13.2103	10.6	ML	2.1	Rieti
2016-08-26T03:08:51.190000	42.6193	13.3087	9.1	ML	2.5	Rieti
2016-08-26T03:14:39.680000	42.716	13.2797	10.6	ML	2.2	Rieti
2016-08-26T03:31:00.840000	42.7953	13.1972	10.2	ML	2.4	Ascoli
2016-08-26T03:37:42.780000	42.7628	13.1868	9.6	ML	2.1	Perugia
2016-08-26T04:02:24.090000	42.8073	13.1498	10.1	ML	2	Perugia
2016-08-26T04:08:03.100000	42.6975	13.2305	10.7	ML	3	Rieti
2016-08-26T04:09:45.380000	42.6953	13.2363	9.5	ML	2.3	Rieti
2016-08-26T04:11:55.960000	42.6163	13.2985	11	ML	2.1	Rieti
2016-08-26T04:21:09.870000	42.6153	13.2952	7.5	ML	3	Rieti
2016-08-26T04:28:25.890000	42.6003	13.2895	10.9	Mw	4.8	Rieti
2016-08-26T04:33:57.320000	42.6183	13.2987	7	ML	2.6	Rieti
2016-08-26T04:35:51.770000	42.7177	13.2668	10.1	ML	2.7	Rieti
2016-08-26T04:37:12.930000	42.5982	13.3077	10	ML	2	Rieti
2016-08-26T04:39:49.390000	42.7567	13.1682	9.4	ML	2.4	Perugia
2016-08-26T04:41:21.430000	42.623	13.2982	10.7	ML	2.8	Rieti
2016-08-26T04:42:02.530000	42.619	13.3032	9.8	ML	2.7	Rieti
2016-08-26T04:42:58.320000	42.7063	13.2333	9.8	ML	2.1	Rieti
2016-08-26T04:45:02.350000	42.6095	13.2793	5.4	ML	2.5	Rieti
2016-08-26T04:45:48.170000	42.6143	13.31	10.2	ML	2.3	Rieti
2016-08-26T04:46:37.550000	42.6807	13.1823	9.9	ML	2	Rieti
2016-08-26T04:48:20.570000	42.6038	13.3013	8.9	ML	2.1	Rieti
2016-08-26T04:49:06.730000	42.8227	13.2533	8.5	ML	2.1	Ascoli
2016-08-26T04:50:41.700000	42.7845	13.1678	10.3	ML	2.1	Perugia
2016-08-26T04:53:35.690000	42.626	13.2925	5.3	ML	2.1	Rieti
2016-08-26T04:54:39.240000	42.7518	13.2442	10.8	ML	2.1	Ascoli
2016-08-26T04:56:12.030000	42.6105	13.3022	6.1	ML	2.5	Rieti
2016-08-26T05:03:51.920000	42.6075	13.3147	9.2	ML	2.7	Rieti
2016-08-26T05:08:30.600000	42.7778	13.1587	9.8	ML	3.2	Perugia
2016-08-26T05:08:54.770000	42.6188	13.2985	7.5	ML	3.3	Rieti
2016-08-26T05:15:44.290000	42.6302	13.2933	7.2	ML	2.4	Rieti
2016-08-26T05:17:05.340000	42.7528	13.2125	9.8	ML	3.4	Rieti
2016-08-26T05:18:49.890000	42.5952	13.3243	8.8	ML	2.2	Rieti
2016-08-26T05:20:02.220000	42.6413	13.2483	9.4	ML	2.1	Rieti
2016-08-26T05:26:26.820000	42.6217	13.3032	6.7	ML	2.6	Rieti
2016-08-26T05:26:59.660000	42.8083	13.147	9.7	ML	2.8	Perugia
2016-08-26T05:32:52.130000	42.7668	13.1495	7.9	ML	3.5	Perugia
2016-08-26T05:34:32.340000	42.8077	13.1918	9.2	ML	2.4	Perugia
2016-08-26T05:36:38.060000	42.5963	13.3097	11.2	ML	2.3	Rieti
2016-08-26T05:37:13.180000	42.8038	13.1622	10.4	ML	2.3	Perugia
2016-08-26T05:40:27.270000	42.6115	13.3013	7	ML	2.3	Rieti
2016-08-26T05:43:58.410000	42.6025	13.3037	6.3	ML	2.4	Rieti
2016-08-26T05:45:07.360000	42.5985	13.2975	7.3	ML	2.8	Rieti
2016-08-26T05:50:34.180000	42.6298	13.2967	6.8	ML	3.1	Rieti
2016-08-26T05:51:17.630000	42.5673	13.2887	10.2	ML	3	L'Aquila
2016-08-26T05:52:39.490000	42.6115	13.3052	6.6	ML	2.4	Rieti
2016-08-26T06:08:11.940000	42.7592	12.8647	7.1	ML	2.8	Perugia
2016-08-26T06:13:14.910000	42.9167	13.256	7.5	ML	2.2	Ascoli
2016-08-26T06:17:16.830000	42.6013	13.3048	9.1	ML	2.1	Rieti
2016-08-26T06:25:34.250000	42.8143	13.2448	8.4	ML	2.1	Ascoli
2016-08-26T06:31:24.750000	42.6213	13.3005	7.2	ML	2.4	Rieti
2016-08-26T06:32:45.170000	42.616	13.311	8.2	ML	2.4	Rieti
2016-08-26T06:52:47.090000	42.6083	13.2918	7.4	ML	2.1	Rieti
2016-08-26T06:54:20.030000	42.6002	13.2972	5.9	ML	2.3	Rieti
2016-08-26T07:00:02.170000	42.7937	13.203	10.3	ML	2.5	Ascoli
2016-08-26T07:00:02.220000	42.7952	13.2067	9.6	ML	2.4	Ascoli
2016-08-26T07:13:37.810000	42.6093	13.2998	7.5	ML	2.1	Rieti
2016-08-26T07:18:57.320000	42.6167	13.2998	6.7	ML	2.6	Rieti
2016-08-26T07:24:14.230000	42.6315	13.3017	9.7	ML	2.2	Rieti
2016-08-26T07:29:05.180000	42.7882	13.2142	10	ML	2.7	Ascoli
2016-08-26T07:30:11.830000	42.7657	13.1893	10.4	ML	2.5	Perugia
2016-08-26T07:47:29.010000	42.774	13.1493	6.8	ML	2.3	Perugia
2016-08-26T07:56:40.350000	42.778	13.2133	9.2	ML	2	Ascoli
2016-08-26T07:58:25.610000	42.6283	13.2867	5.3	ML	2.3	Rieti
2016-08-26T08:14:05.540000	42.6117	13.2973	7.8	ML	2.7	Rieti
2016-08-26T08:18:52.580000	42.8063	13.2463	6.2	ML	2.4	Ascoli
2016-08-26T08:18:52.470000	42.8122	13.245	6.4	ML	2.1	Ascoli
2016-08-26T08:44:54.830000	42.7697	13.1227	10.8	ML	2.2	Perugia
2016-08-26T08:45:36.260000	42.7968	13.1413	8.5	ML	2.1	Perugia
2016-08-26T08:51:10.250000	42.7487	13.218	7.9	ML	2.1	Rieti
2016-08-26T09:09:44.830000	42.7967	13.1558	9	ML	2	Perugia
2016-08-26T09:10:28.460000	42.7473	13.2298	9.2	ML	2.1	Rieti
2016-08-26T09:24:10.420000	42.7792	13.1785	9.8	ML	2.8	Perugia
2016-08-26T09:32:03.710000	42.7683	13.1087	10.5	ML	2.2	Perugia
2016-08-26T09:33:10.000000	42.7662	13.1893	10	ML	2.1	Perugia
2016-08-26T09:39:53.690000	42.7967	13.2152	9.1	ML	2.5	Ascoli
2016-08-26T09:41:18.460000	42.7888	13.2078	7.9	ML	2.2	Ascoli
2016-08-26T09:43:55.490000	42.6098	13.2987	6.3	ML	2.3	Rieti
2016-08-26T09:44:25.000000	42.6243	13.3083	6.9	ML	2.4	Rieti
2016-08-26T10:22:46.640000	42.7157	13.2105	10.2	ML	2	Rieti
2016-08-26T10:33:59.070000	42.8623	13.1603	10.7	ML	2.3	Macerata
2016-08-26T10:34:56.410000	42.629	13.3073	6.3	ML	2.1	Rieti
2016-08-26T10:39:00.970000	42.6152	13.308	10.8	ML	2.3	Rieti
2016-08-26T10:44:19.780000	42.8338	13.1602	10.7	ML	2	Macerata
2016-08-26T10:49:21.380000	42.6332	13.307	7.8	ML	2.1	Rieti
2016-08-26T10:49:48.020000	42.5705	13.4015	9.4	ML	2.6	L'Aquila
2016-08-26T10:52:25.190000	42.6218	13.2807	10.4	ML	2.6	Rieti
2016-08-26T10:52:48.380000	42.7463	13.2083	8.7	ML	2.6	Rieti
2016-08-26T10:59:08.000000	42.8027	13.167	9.5	ML	2.3	Perugia
2016-08-26T11:06:44.730000	42.6143	13.304	10.5	ML	3	Rieti
2016-08-26T11:14:57.460000	42.596	13.2993	7.5	ML	2	Rieti
2016-08-26T11:18:59.650000	42.6175	13.2867	10.7	ML	2.1	Rieti
2016-08-26T11:26:11.670000	42.7002	13.2933	10.7	ML	2.1	Rieti
2016-08-26T11:34:30.540000	42.6177	13.3317	10.4	ML	2	Rieti
2016-08-26T12:08:01.600000	42.7922	13.2373	7	ML	2.8	Ascoli
2016-08-26T12:08:57.480000	42.6092	13.3017	8.7	ML	2.7	Rieti
2016-08-26T12:09:38.440000	42.6078	13.3012	7.9	ML	2.4	Rieti
2016-08-26T12:20:41.050000	42.7518	13.1657	9.8	ML	2	Perugia
2016-08-26T12:31:20.880000	42.7637	13.2122	10.3	ML	2.4	Ascoli
2016-08-26T12:35:23.910000	42.6207	13.2478	10	ML	2.4	Rieti
2016-08-26T12:43:18.300000	42.6247	13.2127	11.3	ML	2	Rieti
2016-08-26T12:46:23.680000	42.6508	13.2917	7.5	ML	2	Rieti
2016-08-26T12:48:46.060000	42.8135	13.1577	10.3	ML	2	Perugia
2016-08-26T12:50:00.250000	42.8623	13.1652	10.5	ML	2.1	Macerata
